736271	MPI	0	0
736271	PMI	0	0
736271	PMI1	0	0
691683	MPI	0	0
691683	PMI	0	0
691683	PMI1	0	0
2769183	MPI	0	0
2769183	PMI	0	0
2769183	PMI1	0	0
2769183	MPI	0	0
2769183	PMI	0	0
2769183	PMI1	0	0
254021	MPI	0	0
254021	PMI	0	0
254021	PMI1	0	0
4246400	MPI	0	0
4246400	PMI	0	0
4246400	PMI1	0	0
3507700	MPI	0	0
3507700	PMI	0	0
3507700	PMI1	0	0
3507700	MPI	0	0
3507700	PMI	0	0
3507700	PMI1	0	0
3687658	MPI	0	0
3687658	PMI	0	0
3687658	PMI1	0	0
1311254	MPI	0	0
1311254	PMI	0	0
1311254	PMI1	0	0
5105556	MPI	0	0
5105556	PMI	0	0
5105556	PMI1	0	0
5335755	MPI	0	0
5335755	PMI	0	0
5335755	PMI1	0	0
5335755	MPI	0	0
5335755	PMI	0	0
5335755	PMI1	0	0
5834362	MPI	0	0
5834362	PMI	0	0
5834362	PMI1	0	0
5834362	MPI	0	0
5834362	PMI	0	0
5834362	PMI1	0	0
5689963	MPI	0	0
5689963	PMI	0	0
5689963	PMI1	0	0
6299255	MPI	0	0
6299255	PMI	0	0
6299255	PMI1	0	0
4875293	MPI	0	0
4875293	PMI	0	0
4875293	PMI1	0	0
4875293	MPI	0	0
4875293	PMI	0	0
4875293	PMI1	0	0
11957207	MPI	0	0
11957207	PMI	0	0
11957207	PMI1	0	0
1807333	MPI	0	0
1807333	PMI	0	0
1807333	PMI1	0	0
790561	MPI	0	0
790561	PMI	0	0
790561	PMI1	0	0
713674	MPI	0	0
713674	PMI	0	0
713674	PMI1	0	0
5761516	MPI	0	0
5761516	PMI	0	0
5761516	PMI1	0	0
5412569	MPI	0	0
5412569	PMI	0	0
5412569	PMI1	0	0
704730	MPI	0	0
704730	PMI	0	0
704730	PMI1	0	0
3090522	MPI	0	0
3090522	PMI	0	0
3090522	PMI1	0	0
260557	MPI	0	0
260557	PMI	0	0
260557	PMI1	0	0
5454386	MPI	0	0
5454386	PMI	0	0
5454386	PMI1	0	0
5454386	MPI	0	0
5454386	PMI	0	0
5454386	PMI1	0	0
6166661	MPI	0	0
6166661	PMI	0	0
6166661	PMI1	0	0
16188599	MPI	0	0
16188599	PMI	0	0
16188599	PMI1	0	0
1047727	MPI	0	0
1047727	PMI	0	0
1047727	PMI1	0	0
5428505	NR2E3	0	0
753116	NR2E3	0	0
110119	MPI	0	0
110119	PMI	0	0
110119	PMI1	0	0
6014955	MPI	0	0
6014955	PMI	0	0
6014955	PMI1	0	0
759209	MPI	0	0
759209	PMI	0	0
759209	PMI1	0	0
1227531	MPI	0	0
1227531	PMI	0	0
1227531	PMI1	0	0
661074	NR2E3	0	0
686152	NR2E3	0	0
66541	NR2E3	0	0
460747	NR2E3	0	0
16195322	MPI	0	0
16195322	PMI	0	0
16195322	PMI1	0	0
2726	NOX1	0	0
4748	NOX1	0	0
5566	NOX1	0	0
10232	NOX1	0	0
813121	NOX1	0	0
3372	NOX1	0	0
832542	NOX1	0	0
663844	GCK	0	0
663844	MAP4K2	0	0
663844	GCK	0	0
663844	MAP4K2	0	0
659413	GCK	0	0
659413	MAP4K2	0	0
659413	GCK	0	0
659413	MAP4K2	0	0
3237248	GCK	0	0
3237248	MAP4K2	0	0
3103803	GCK	0	0
3103803	MAP4K2	0	0
3103803	GCK	0	0
3103803	MAP4K2	0	0
5717129	GCK	0	0
5717129	MAP4K2	0	0
5717129	GCK	0	0
5717129	MAP4K2	0	0
72721	GCK	0	0
72721	MAP4K2	0	0
15945189	GCK	0	0
15945189	MAP4K2	0	0
9552011	HD	0	0
9552011	HTT	0	0
1569243	GCK	0	0
1569243	MAP4K2	0	0
1569243	GCK	0	0
1569243	MAP4K2	0	0
16192912	GCK	0	0
16192912	MAP4K2	0	0
16192912	GCK	0	0
16192912	MAP4K2	0	0
16193034	GCK	0	0
16193034	MAP4K2	0	0
16193034	GCK	0	0
16193034	MAP4K2	0	0
6364517	GCK	0	0
6364517	MAP4K2	0	0
16195270	GCK	0	0
16195270	MAP4K2	0	0
2877714	GCK	0	0
2877714	MAP4K2	0	0
2877714	GCK	0	0
2877714	MAP4K2	0	0
647195	MCOLN3	0	0
3236026	MCOLN3	0	0
3242922	MCOLN3	0	0
16472035	GCK	0	0
16472035	MAP4K2	0	0
16472035	GCK	0	0
16472035	MAP4K2	0	0
1833916	GCK	0	0
1833916	MAP4K2	0	0
1833916	GCK	0	0
1833916	MAP4K2	0	0
6381056	MCOLN3	0	0
72512	GCK	0	0
72512	MAP4K2	0	0
72512	GCK	0	0
72512	MAP4K2	0	0
4686258	MCOLN3	0	0
1069778	MCOLN3	0	0
2794	GCK	0	0
2794	MAP4K2	0	0
222757	HD	0	0
222757	HTT	0	0
3965	HD	0	0
3965	HTT	0	0
2035688	MCOLN3	0	0
2459999	MCOLN3	0	0
5520991	MCOLN3	0	0
2731162	MCOLN3	0	0
6602529	NR4A1	0	0
661448	NR4A1	0	0
4630	MCOLN3	0	0
2535882	NR4A1	0	0
666706	NR4A1	0	0
6602911	NR4A1	0	0
6602900	NR4A1	0	0
727030	NR4A1	0	0
1189450	NR4A1	0	0
1361318	NR4A1	0	0
2361912	NR4A1	0	0
4111713	NR4A1	0	0
691731	NR4A1	0	0
9552011	NR4A1	0	0
877570	NR4A1	0	0
5636759	NR4A1	0	0
11958801	NR4A1	0	0
3140076	NR4A1	0	0
654679	HPGD	0	0
3234437	HPGD	0	0
733831	HPGD	0	0
1242618	HPGD	0	0
4289057	HPGD	0	0
1522262	HPGD	0	0
1234281	HPGD	0	0
4362424	HPGD	0	0
852690	HPGD	0	0
657356	SLC12A5	0	0
657356	SLC12A5	0	0
1548885	RAC1	0	0
5326739	RAC1	0	0
5326739	RAC1	0	0
2662	RAC1	0	0
2662	RAC1	0	0
2244	RAC1	0	0
2244	RAC1	0	0
39912	RAC1	0	0
39912	RAC1	0	0
3431315	SLC12A5	0	0
119607	RAC1	0	0
119607	RAC1	0	0
3825	RAC1	0	0
3825	RAC1	0	0
3247362	SLC12A5	0	0
1548885	RAC1	0	0
5352624	RAC1	0	0
5352624	RAC1	0	0
1177253	SLC12A5	0	0
1262699	RAD51	0	0
1262699	RAD51A	0	0
1262699	RECA	0	0
9551574	RAD51	0	0
9551574	RAD51A	0	0
9551574	RECA	0	0
5326739	HRAS	0	0
5326739	HRAS1	0	0
5326739	HRAS	0	0
5326739	HRAS1	0	0
2662	HRAS	0	0
2662	HRAS1	0	0
2662	HRAS	0	0
2662	HRAS1	0	0
2244	HRAS	0	0
2244	HRAS1	0	0
2244	HRAS	0	0
2244	HRAS1	0	0
1548885	HRAS	0	0
1548885	HRAS1	0	0
1548885	HRAS	0	0
1548885	HRAS1	0	0
119607	HRAS	0	0
119607	HRAS1	0	0
119607	HRAS	0	0
119607	HRAS1	0	0
3825	HRAS	0	0
3825	HRAS1	0	0
2864688	HRAS	0	0
2864688	HRAS1	0	0
2864688	HRAS	0	0
2864688	HRAS1	0	0
39912	HRAS	0	0
39912	HRAS1	0	0
